Name,Ingredients,Instructions
Petersilien-Mohrrüben (für 4 Portionen),"['4 - 6\xa0Kartoffeln', '1 kg\xa0Mohrrüben', '500 ml\xa0Gemüsebrühe', '1 dickes Bund\xa0glatte Petersilie', '100 g\xa0Butter']","['Mohrrüben putzen, wenn nötig schälen, und in Scheiben schneiden.', 'Kartoffeln schälen und würfeln.', 'Alles in einem flachen Topf mit der Gemüsebrühe bei geschlossenem Deckel garen.', 'Kurz vor Ende der Garzeit gehackte Petersilie und Butter zu den Mohrrüben geben und bei offenem Deckel zu Ende garen. Dabei soll die Flüssigkeit verdampfen.', 'Mit Salz abschmecken.']"
Rucola-Crêpes (4 Portionen),"['200 g\xa0Mehl', '500 ml Milch', '4\xa0Eier', 'Salz', '50 g\xa0Rucola', '4 getrocknete Tomaten in Öl', '2\xa0frische Tomaten', '2 EL\xa0Öl', '200 g\xa0Butterkäse', 'Salz und Pfeffer']","['Aus Mehl, Milch und Eiern einen Crêpe-Teig rühren.', 'Öl in einer Pfanne erhitzen. Aus dem Teig Crêpes backen und übereinandergestapelt warm stellen.', 'Rucola waschen und trocknen. Frische Tomaten waschen und achteln. Getrocknete Tomaten abtropfen (dabei Öl in einer Tasse auffangen) und in Streifen schneiden.', 'Käse grob raspeln.', 'Rucola, die Tomaten und Käseraspeln zusammen mit Tomatenöl vermengen. Mit Salz und Pfeffer würzen.', 'Salat jeweils in die Mitte der Crêpes geben und aufrollen. Warm servieren.']"
Sauerkraut-Schupfnudeln (für 4 Portionen),"['500 g\xa0mehlig kochende Kartoffeln (auch vom Vortag)', 'ca. 125 g\xa0Mehl (plus Mehl zum Bestäuben der Hände und Arbeitsfläche)', '2\xa0Eier', 'Salz, Muskat', 'Butter', '500 g\xa0Sauerkraut']","['Die Kartoffeln schälen und kochen.', 'Nach dem Abgießen des Wassers Kartoffeln im Topf dämpfen.', 'Kartoffeln durch die Kartoffelpresse auf das Mehl drücken.', 'Mit den Eiern Masse gründlich kneten, mit Salz und Muskat würzen.', 'Masse zu Schupfnudeln formen und in kochendes Salzwasser geben. Gare Schupfnudeln steigen an die Oberfläche und können mit einer Schaumkelle abgeschöpft werden.', 'Fertige Schupfnudeln in Butter goldgelb braten.', 'Inzwischen Sauerkraut erhitzen.', 'Sauerkraut und Schupfnudeln vor dem Servieren auf dem Teller vermischen.']"
Scharfe grüne Bohnen (für 4 Portionen),"['750 g \xa0\xa0grüne Bohnen', '1 \xa0\xa0mittelgroße Zwiebel', '4 \xa0\xa0große Strauchtomaten', '2 \xa0\xa0Knoblauchzehen', '60 ml \xa0\xa0Olivenöl', '1 Prise \xa0Zucker', '2 \xa0\xa0kleine rote Chilischoten', 'Salz', '100 ml \xa0Wasser']","['Bohnen waschen, und Enden abschneiden.', 'Zwiebeln fein hacken. Tomaten würfeln. Knoblauch klein schneiden', 'Öl im Topf erhitzen und Zwiebeln darin anbraten. Tomaten zugeben und zwei Minuten köcheln lassen.', 'Zucker und Chili dazu tun, nach Geschmack salzen.', 'Bohnen dazu geben und bei starker Hitze einige Minuten anbraten. Knoblauch dazu geben.', 'Mit Wasser ablöschen. Bei geschlossenem Deckel und mittlerer Hitze ungefähr 30 Minuten köcheln lassen.']"
Spargel-Risotto (für 4 Portionen),"['500 g\xa0weißer Spargel', '1 Bund\xa0Lauchzwiebeln', '1,5 l\xa0Gemüsebrühe', '3 EL\xa0Mandelstifte', '4 EL\xa0Butter', '400 g\xa0Risottoreis', '100 ml\xa0Weißwein', 'Salz, Schwarzer Pfeffer']","['Spargel waschen, schälen, schräg in dicke Stücke schneiden.', 'Lauchzwiebeln putzen, waschen, in feine Röllchen schneiden.', 'Gemüsebrühe aufkochen und auf kleiner Flamme warm halten.', 'Mandelstifte trocken anrösten, ständig umrühren.', 'Die Hälfte der Mandeln, die Spargel- und Lauchzwiebelstücke in einem großen Topf mit 1 EL Butter andünsten.', 'Nach ca. 2 Minuten Reis dazugeben und unter Rühren glasig werden lassen.', 'Weißwein dazugeben und kurz einkochen lassen.', 'Ungefähr ein Drittel der Gemüsebrühe hinzugießen. Den Rest der Brühe unter Rühren nach und nach zugeben. Bei geringer Hitze köcheln lassen, ab und zu umrühren.Risotto ist nach ca. 20 Minuten cremig und damit fertig.', 'Restliche Butter unterrühren und mit Salz und Pfeffer abschmecken. Vor dem Servieren mit den übrigen Mandelstiften bestreuen.']"
Spargel mit Thymian-Senf-Schaum (für 4 Portionen),"['1,5 kg\xa0grüner und weißer Spargel', '6\xa0Eigelbe', '3 - 4 EL Weißwein', '100 ml\xa0Gemüsebrühe', 'Salz und Pfeffer', '3 TL\xa0mittelscharfer Senf', '1 Bd. frischer Thymian', '250 g frische Champignons', '4 EL\xa0Butter']","['Spargel schälen: Weißen Spargel komplett, Grünen nur im unteren Stängelbereich.', 'In einem großen Topf mit Wasser und je einer Prise Salz und Zucker bissfest garen (Achtung: Grüner Spargel braucht weniger Zeit).', 'Eigelbe mit Weißwein im Wasserbad schaumig schlagen.', 'Gemüsebrühe nach und nach zugeben, 2 EL Butter unterziehen und mit Salz und Pfeffer abschmecken.', 'Senf und frisch gezupfte Thymianblättchen nach Geschmack unterheben.', 'Champignons putzen, in Scheiben schneiden und kurz in der restlichen Butter anbraten.', 'Spargel auf vorgewärmten Tellern mit der Thymian-Senf-Sauce anrichten.', 'Gebratene Champignons und einige frische Thymianblättchen darüber streuen.']"
Spinat-Feta-Auflauf (für 4 Portionen),"['1 kg\xa0Spinat (roh)', '500 g\xa0Spiralnudeln', '1 Becher\xa0Sahne', '2\xa0Eier', 'Salz, Pfeffer, Muskat', '200 g\xa0cremiger Feta']","['Spinat putzen, waschen und nass in einen trockenen heißen Topf geben. Unter Rühren dünsten, bis er zusammenfällt. In einem Sieb beiseite stellen.', 'Nudeln in sprudelndem Salzwasser bissfest kochen.', 'Eier mit der Sahne verrühren und mit den Gewürzen abschmecken.', 'In einer Auflaufform die Nudeln und den Spinat vermischen; kleingeschnittenen Feta ebenfalls verteilen.', 'Ei-Sahne-Masse gleichmäßig drübergießen und alles ca. 20 Minuten bei mittlerer Hitze im Ofen überbacken.']"
Stachelbeerkuchen,"['375 g\xa0Mehl', '1 TL\xa0Backpulver', '175 g\xa0Butter', '100g\xa0brauner Zucker', '2\xa0Eier']","['Mehl, Backpulver, Butter, Zucker und zwei Eier zu einem Mürbeteig verkneten. Mindestens 30 Minuten zugedeckt im Kühlschrank ruhen lassen.', 'Ei in Eiweiß und Eigelb trennen. Eiweiß steif schlagen.', 'Aus Puddingpulver, Milch, Wasser und Eigelb einen festen Pudding kochen. Ein wenig abkühlen lassen.', 'Eischnee, Quark und Zucker unter den Pudding heben; kalt stellen.', 'Backblech einfetten. Mürbeteig gleichmäßig darauf ausrollen.', 'Quarkcreme auf dem Teig verteilen. Stachelbeeren (gewaschen, eventuell etwas zerkleinert) auf der Quarkmasse verteilen.', 'Mehl, Butter, Zucker zu Streuseln kneten, auf dem Kuchen verteilen.', 'Bei ungefähr 180 °C 50-60 Minuten backen.']"
Osterzopf,"['500 g\xa0Vollkornmehl', '1 Würfel Hefe', '3 - 4 EL\xa0Honig', '200 ml Milch (angewärmt)', '100g\xa0Butter (warm)', 'geriebene Zitronenschale, 1 Prise Salz', '150 g\xa0grob gehackte Mandeln (einen Teil zum Bestreuen zurückhalten)', '1 Eigelb']","['Mehl in eine Schüssel geben und eine Mulde hineindrücken.', 'Hefe mit einem Teil des Honigs und einem Teil der warmen Milch anrühren. Alles in die Mulde im Mehl geben, ca. 20 Minueten gehen lassen.', 'Teig mit Butter, restlichem Honig, restlicher Milch, Salz, Zitronenschale und gehackten Mandeln gut durchkneten bis er sich vom Schüsselboden löst.', 'Drei Rollen formen und zum Zopf flechten. Auf einem gefetteten Backblech nochmals 20\xa0Minuten gehen lassen.', 'Zopf mit verquirltem Eigelb bestreichen, restliche Mandeln darüber streuen.', 'Im vorgeheizten Backofen bei 200 °C 40 bis 50 Minuten backen.']"
Lebkuchen (1 Backblech),"['350 g\xa0Weizenvollkornmehl', '300 g\xa0brauner Zucker', '75 g\xa0Orangeat', '75 g\xa0Zitronat', '100 g\xa0gemahlene Haselnüsse', '3 TL\xa0Lebkuchengewürz', '1 Msp. gemahlene Nelken', '1 EL\xa0Vanillepulver', '1 Pck.\xa0Backpulver', '150 g\xa0Butter', '250 ml Milch', '2 EL\xa0Honig', '4\xa0Eier']","['Mehl, Zucker, Orangeat, Zitronat, Haselnussmehl, Gewürze und Backpulver in einer großen Schüssel gut vermischen.', 'Butter in einem kleinen Topf oder im Wasserbad erhitzen bis sie flüssig, aber nicht braun ist.', 'Milch, zerlassene Butter, Honig und Eier vermengen.', 'Die flüssige Masse in die trockenen Zutaten geben und gut durchrühren.', 'Die Lebkuchenmasse auf einem gefetteten Backblech glatt streichen und bei 200 °C etwa 20 Minuten backen.', 'Noch warm in Rauten (oder andere Formen) schneiden.', 'Vor dem Eindosen mindestens einen Tag durchtrocknen lassen.']"
Löwenzahnsalat (für 4 Portionen),"['2 EL\xa0frischer Zitronensaft', '3 EL\xa0Sonnenblumenöl/Rapsöl', '1 TL Senf', '2 EL\xa0Gemüsebrühe', '1 Msp. Honig', 'Salz und Pfeffer', '2\xa0Eier', '100 g\xa0Radieschen', '250 g\xa0Champignons', '3 EL\xa0Sonnblumenkerne', '1 Bd.\xa0Schnittlauch, fein gehackt', '250 g\xa0junge Löwenzahnblätter']","['Zitronensaft, Öl, Senf, Gemüsebrühe, Honig, Salz und Pfeffer zu Salatsauce mischen.', 'Eier hart kochen, pellen und in kleine Würfel schneiden.', 'Radieschen und Champignons putzen, in dünne Scheiben schneiden und in Zitronensaft wenden.', 'Radieschen, Eier, Champignons, Sonnenblumenkerne und Schnittlauch in die Sauce geben und vermischen.', 'Löwenzahnblätter waschen, trocken tupfen und in Stücke zerpflücken. Vorsichtig unter den Salat heben.']"
Spargel-Erdbeer-Salat (für 4 Portionen),"['1 kg\xa0weißer Spargel (auch Bruch)', '500 g frischer junger Spinat', '500 g\xa0Erdbeeren', '1 Beet\xa0Kresse', '2 EL\xa0weißen Balsamico', '3 EL Apfelsaft', '4 EL\xa0Sonnenblumenöl', 'Salz, Pfeffer']","['Spargel schälen, schräg in 4 cm lange Stücke schneiden, bissfest kochen und abkühlen lassen.', 'Spinat putzen, waschen, schleudern und in Stücke zupfen.', 'Erdbeeren waschen und in Scheiben oder Viertel schneiden.', 'Kresse waschen und trocken tupfen.', 'Essig und Apfelsaft mit einem\xa0Schneebesen verrühren, unter Rühren langsam das Öl dazugießen.', 'Kräftig mit Salz und Pfeffer abschmecken.', 'Spargel mit Spinat, Erdbeeren und Kresse in eine Schüssel geben.', 'Kurz vor dem Servieren die Sauce über die Salatzutaten geben und vorsichtig vermischen.']"
Blumenkohlsalat (für 4 Portionen),"['1/2\xa0Blumenkohl', '1 Bund\xa0Radieschen', '1\xa0Eigelb', '1 TL\xa0Senf', '1 EL\xa0Weißweinessig', 'Saft einer\xa0unbehandelten Zitrone', '3 EL\xa0Sonnenblumenöl', '1\xa0reife Avocado', 'Salz und Pfeffer', '1/2\xa0Tasse\xa0Mungobohnen-Sprossen (oder Soja)']","['Blumekohl grob raspeln, Radieschen in feine Scheiben schneiden. Die Hälfte des Zitronensaftes darüber träufeln.', 'Eigelb mit Senf, Essig und Zitronensaft cremig verrühren. Langsam Öl dazu geben.', 'Avocado schälen, mit Gabel zerdrücken und unter das Dressing rühren.', 'Dressing mit Blumenkohl, Radieschen und Sprossen vermischen.']"
Feldsalat mit Orangendressing (für 4 Portionen),"['1\xa0Orange', '1-2 El\xa0Senf', '100 ml\xa0Gemüsebrühe', '1 Bund\xa0Radieschen', '500 g\xa0Feldsalat']","['Orange auspressen und Saft auffangen.', 'Orangensaft und Senf je nach Geschmack mit Gemüsebrühe verrühren.', 'Radieschen waschen putzen und in Scheiben schneiden.', 'Radieschen und Feldsalat mischen; Dressing erst kurz vor dem Servieren drüber geben.']"
Schwarzwurzelsalat mit Mohrrüben (für 4 Portionen),"['300 g\xa0Schwarzwurzeln', '2 EL\xa0Apfelessig', '1 EL\xa0Sonnenblumenkerne', 'Saft 1 Zitrone', '3 EL\xa0Orangensaft', '4 EL\xa0Sonneblumenöl', '1 TL\xa0Honig', 'Salz, Pfeffer', '300 g\xa0Möhren', '1\xa0Zucchini', '½ Beet\xa0Kresse']","['Schwarzwurzeln schälen und sofort etwa 10 Minuten in Essigwasser legen.', 'Sonnblumenkerne ohne Fett in einer Pfanne rösten.', 'Zitronen- und Orangensaft mit Öl und Honig mischen. Mit Salz und Pfeffer würzen.', 'Möhren und Zucchini grob raspeln. Schwarzwurzeln aus dem Wasser nehmen und abtropfen lassen. Wurzeln reiben. Und zusammen mit Zucchini und Möhren sofort mit dem Dressing vermischen.', 'Vor dem Servieren mit Kresseblättchen und Sonnenblumenkernen vermengen.']"
Chinakohl mit Erdnusssoße (für 4 Portionen),"['1\xa0großer Chinakohl (500 g)', '2\xa0Orangen', '2 EL\xa0Erdnussbutter', '150 g\xa0Saure Sahne', '1 EL\xa0Zitronensaft', 'Salz, Pfeffer, Tabasco']","['Chinakohl in feine Streifen schneiden. Eine Orange gründlich schälen und zwischen den Trennhäuten die Filets herausschneiden.', 'Die zweite Orange auspressen. Saft und Orangenfilets zum Chinakohl geben.', 'Erdnussbutter mit der Sahne verrühren. Mit Zitronensaft, Salz, Pfeffer und Tabasco abschmecken. Soße gut mit dem Salat mischen und 30 Minuten durchziehen lassen.']"
Heringssalat (für 4 Portionen),"['300 g\xa0Kartoffeln', '3\xa0Eier', '6\xa0Heringsfilets', '2\xa0Äpfel', '3\xa0Gewürzgurken', '½ Becher \xa0Saure Sahne', 'Salz, Pfeffer, Zucker']","['Kartoffeln ungeschält bissfest kochen. Eier hart kochen.', 'Heringsfilet (wenn nötig) wässern und trocken tupfen. In kleine Stücke schneiden.', 'Kartoffeln und Eier pellen und würfeln.', 'Äpfel schälen, entkernen. Äpfel und Gewürzgurken in kleine Würfel schneiden.', 'Alle Zutaten mit saurer Sahne vermischen.', 'Mit Salz, Pfeffer und Zucker abschmecken.']"
Erdnusssuppe (für 4 Portionen),"['2\xa0Mohrrüben', '1 Knollensellerie', '3\xa0mittlere Kartoffeln', '1\xa0Gemüsezwiebel', '3 EL\xa0Butter', '1 l\xa0Gemüsebrühe', '125 g\xa0Erdnussbutter mit Stückchen', '125 g\xa0Sahne', 'Muskatnuss, Salz, Pfeffer']","['Mohrrüben, Sellerie und Kartoffeln schälen und in gleichmäßige Stücke schneiden.', 'Gemüsezwiebel schälen und klein hacken. Butter in einem großen Topf erhitzen, Zwiebel darin glasig andünsten. Mit der Gemüsebrühe auffüllen.', 'Kleingeschnittene Mohrrüben, Sellerie und Kartoffeln etwa 30 Minuten in der Brühe mitkochen.', 'Das Gemüse abschöpfen und pürieren. Das Gemüsepüree zurück in die Brühe geben.', 'Erdnussbutter dazugeben, alles glatt rühren und kurz aufkochen lassen.', 'Sahne dazugießen, mit Muskat, Salz und Pfeffer abschmecken.']"
Staudenselleriesalat (für 4 Portionen),"['1 Staudensellerie', '3\xa0rote Äpfel', '1\xa0Lollo bianco oder Kopfsalat', '150 g\xa0Emmentaler oder anderen Hartkäse', '1 Bund\xa0krause Petersilie', 'Saft einer Zitrone', '3 El\xa0Sonnenblumenöl', 'Salz, Pfeffer']","['Staudensellerie putzen und in feine Scheiben schneiden.', 'Äpfel vom Kerngehäuse befreien und grob stifteln, Salat in Stücke zupfen.', 'Selleriestückchen, Apfelschnitze und Salat mischen. Emmentaler grob reiben und unter die anderen Zutaten mischen.', 'Petersilie waschen und fein hacken.', 'Zitronensaft und Öl mit Pfeffer und Salz vermengen, Petersilie hineinmischen. Alles über den Salat geben und gut vermischen.']"
Kürbisrisotto (für 4 Portionen),"['1 kg\xa0Hokkaido-Kürbis', '3 Zehen\xa0Knoblauch', '4 EL\xa0Olivenöl', '½ Bund\xa0Petersilie', 'Salz', '3 TL\xa0Majoran', '3 TL\xa0Oregano', '1\xa0rote Zwiebel', '100 g\xa0Butter', '300 g\xa0Rundkornreis', '900 ml Gemüsebrühe', '100 g\xa0Parmesan, am Stück', '75 ml\xa0Weißwein', 'Pfeffer']","['Kürbis waschen, entkernen und in breite Streifen schneiden.', 'Knoblauchzehen fein hacken. Mit 2 EL Olivenöl vermischen. Petersilie fein hacken.', 'Auflaufform mit 1 EL Olivenöl ausstreichen, Kürbisscheiben hineinstellen und mit Salz, Majoran, Oregano und gehackter Petersilie (etwa 3 EL) bestreuen.', 'Knoblauch und Öl über die Kürbisscheiben verteilen.', 'Alles mit Alufolie abdecken und für etwa 45 Minuten im Ofen (220 °C) weich werden lassen.', 'Inzwischen Zwiebel fein hacken. 1 EL Öl und 75 g Butter im Topf schmelzen lassen und Zwiebeln bei geringer Temperatur darin andünsten.', 'Reis mit den Zwiebeln andünsten. Gemüsebrühe zum Kochen bringen.', 'Kochende Brühe zum Zwiebel-Reis-Gemisch geben, bis der Reis gerade bedeckt ist.', 'Unter Rühren leise köcheln lassen, bis die Brühe aufgesogen ist.', 'Ein weiteres Mal und danach stetig unter Rühren Brühe angießen, bis sie ganz aufgesogen ist.', 'Währenddessen Kürbis (mit Schale, falls sie weich genug ist) in gleichmäßige Stücke schneiden. Parmesan reiben.', '25 g Butter im Reis schmelzen lassen, Weißwein und Parmesan untermischen und vorsichtig die Kürbisstücke samt Sud unterheben. Mit Salz und Pfeffer abschmecken.']"
Feldsalat mit Ziegenkäse (für 4 Portionen),"['300 g\xa0Feldsalat', '200 g\xa0Altenburger Ziegenkäse', '1\xa0Ei', '4 EL\xa0Semmelbrösel', 'Rapsöl', '2 EL\xa0Sonnenblumenkerne', '1 Handvoll kernlose Weintrauben', '1-2 EL Weißweinessig', '1 EL\xa0Himbeeressig', '1 EL\xa0Walnussöl', '1 EL\xa0feingehackten Koriander', '1 Prise\xa0Kreuzkümmel', 'Salz und Pfeffer']","['Feldsalat verlesen, waschen und gut abtropfen lassen.', 'Ziegenkäse in gleichmäßige Würfel schneiden. In verquirltem Ein und Semmelbrösel panieren. Käsewürfel in Pflanzenöl braten.', 'Sonnenblumenkerne ohne Fett in einer Pfanne anrösten.', 'Weintrauben abwaschen und halbieren. Unter den Feldsalat mischen.', 'Aus Weißweinessig, Himbeeressig, Walnussöl und 1 El Rapsöl sowie Koriander, Kreuzkümmel, Salz und Pfeffer Dressing mischen. Feldsalat damit vermischen.', 'Feldsalat auf Tellern anrichten, Käsewürfel und geröstete Sonnenblumenkerne darüber verteilen.']"
Gegrillte Gemüsespieße mit Avocado-Dip (für 4 Portionen),"['5 EL Olivenöl', 'Salz', 'Pfeffer (frisch mahlen)', 'Paprikapulver', '½ TL Thymian', '½ TL Oregano', '½ TL\xa0Rosmarin', '(falls frische Kräuter: gehackt jew. 1 EL)', '8\xa0Champignons', '1\xa0Paprika', '1\xa0Zucchini', '½\xa0Aubergine', '16\xa0Cocktailtomaten']","['Das Olivenöl mit Salz, Gewürzen und Kräutern zu Marinade vermischen.', 'Champignons putzen, halbieren und in 1 EL der Marinade anbraten.', 'Paprika, Zucchini und Aubergine jeweils waschen und in gleichmäßige, mundgerechte Stücke schneiden. Tomaten abwaschen.', 'Gemüsestücken in der Marinade schwenken und etwa zwei Stunden darin ziehen lassen.', 'Champignons, Tomaten und Gemüsestückchen abwechselnd auf Grillspieße stecken.', 'Etwa 10 – 15 Minuten unter häufigen Wenden grillen. Am besten in Aluschale.', 'Zwischenzeitlich die Avocado schälen, halbieren und in kleine Stücke schneiden. Mit der Gabel zerdrücken und mit Zitronensaft aufgießen.', 'Mit Joghurt glatt rühren.', 'Mit Salz, Pfeffer und Chili würzen. Zu den Grillspießen servieren.']"
Bärlauch-Zucchini-Nudeln (für 4 Portionen),"['400 – 500 g\xa0Linguini', '2 kleine\xa0Zwiebeln', '1 EL\xa0Olivenöl', '500 g\xa0Zucchini', '200 ml süße Sahne', 'Salz', '1 dickes Bund Bärlauchblätter', '1 – 2 EL\xa0Zitronensaft', '80 g\xa0Parmesan']","['Salzwasser zum Kochen bringen, Nudeln kochen.', 'Zwiebeln fein hacken und einige Minuten in Öl glasig dünsten.', 'Zucchini waschen, die Enden abschneiden. Mit einem Sparschäler oder einem Käsehobel Zucchini über die ganze Länge in dünne Streifen schneiden.', 'Zucchini zu den Zwiebeln geben und etwa 3 Minuten mitdünsten.', 'Sahne dazu geben und mit Salz und Zitronensaft abschmecken. Köcheln lassen, bis die Sahne etwas eingedickt ist und die Zucchini fast gar sind.', 'Bärlauchblätter in feine Streifen schneiden und zur Soße geben. Nur kurz erhitzen.', 'Linguini nur grob abtropfen lassen, noch feucht in die Soße geben und alles vermischen.', 'Abschließend großzügig Parmesan darüber reiben.']"
Weißkohl-Curry (für 4 Portionen),"['1 kl.\xa0Weißkohl', '400 g\xa0Porree', '1 kleine Chilischote', '2 cm\xa0frischer Ingwer', '3 EL\xa0Olivenöl', '1 TL\xa0Curcuma', 'Je 1 Msp.\xa0Piment, Zimt, Kumin', '1 TL\xa0brauner Zucker', 'Salz', '1\xa0Limette (abgeriebene Schale)', '1 EL\xa0Limettensaft', '250 ml\xa0Gemüsebrühe', '3 EL\xa0Cashewkerne', '3-4 Stängel\xa0glatte Petersilie']","['Kohl von den äußeren Blättern und dem Strunk befreien.', 'Kohl in feine Streifen, Porree in zarte Ringe schneiden.', 'Chilischote halbieren, den Stielansatz und die Kerne entfernen. Chilischote sehr fein hacken.', 'Ingwer schälen und sehr fein hacken.', 'Öl erhitzen, Chili und\xa0 Ingwer darin andünsten. Kohl und Porree dazugeben, Gewürze, sowie Limettensaft- und schale zufügen und einige Minuten weiter dünsten.', 'Mit Brühe aufgießen und bei geschlossenem Deckel 10 Minuten schmoren.', 'Cashewkerne ohne Fett in einer Pfanne golden anrösten und zum Curry geben.', 'Petersilie fein hacken und nach Geschmack über das Curry streuen.']"
Pflaumenkuchen,"['200 g\xa0Mehl', '50 g gemahlene Haselnüsse', '20 g\xa0Hefe', '50 g\xa0brauner Zucker', '125 ml\xa0Milch', '50 g\xa0Butter', 'Salz']","['Mehl gut mit gemahlener Haselnuss vermischen. Alles in eine Schüssel sieben, Hefe fein zerbröseln. In die Mehl-Mitte eine Vertiefung drücken und die Hefe hineingeben.', 'Einen Teelöffel Zucker zur Hefe geben, den Rest auf dem Mehl am Rand der Schüssel verteilen.', 'Hefe mit handwarmer Milch übergießen und mit ein wenig Mehl zu einem dicken Brei verrühren. Weiche Butter und eine Prise Salz auf dem Mehl am Rand der Schüssel verteilen. Das Ganze abdecken und etwa 20 Minuten gehen lassen.', 'Wenn sich Volumen des Vorteiges verdoppelt hat, alle Zutaten zu einem glatten Teig kneten. Teig abdecken und noch mal etwa 1 Stunde gehen lassen, bis sich das Volumen verdoppelt hat.', 'In der Zwischenzeit Pflaumen waschen, trocknen, entsteinen und halbieren.', 'Aus Butter, Mehl, gemahlener Haselnuss, Zucker und Zimt Streusel kneten. Backofen vorheizen.', 'Teig noch mal glatt kneten und auf einem gefetteten Backblech gleichmäßig verteilen.', 'Pflaumenhälften schuppenartig auf den Teig setzen und Streusel darüber verteilen.', 'Kuchen noch einmal etwa 15 Minuten gehen lassen und bei 200 – 225 °C etwa 30 Minuten backen.', 'Kuchen aus dem Ofen holen, etwas Zucker darüber streuen, auskühlen lassen.']"
Süße Osternester,"['150 ml\xa0Milch', '100 g\xa0Butter', '2 EL\xa0brauner Zucker', '200 g\xa0Mehl', '1 TL\xa0Backpulver', '5\xa0kleine Eier', '1\xa0Bio-Zitrone (abgeriebene Schale)']","['Milch, Butter und Zucker in einem Topf aufkochen. Mehl und Backpulver mischen.', 'Die Mehlmischung unter die flüssigen Zutaten mischen, bis sich auf dem Topfboden eine weiße Schicht gebildet hat und ein fester Teigklumpen entstanden ist.', 'Eier und geriebene Zitronenschale langsam in den Teig einarbeiten, bis der Teig glänzt und schwer reißend ist.', 'Mit Hilfe eines Spritzbeutels Teig spiralförmig auf ein gefettetes Backblech spritzen, so dass kleine Nester entstehen.', '10 Minuten backen (vorheizen auf 220 °C) und dann 15 Minuten im ausgeschalteten Backofen nachziehen lassen. Nester auskühlen lassen.']"
Farfalle mit Bohnengemüse (4 Portionen),"['750 g Grüne Bohnen', '1\xa0Zwiebel', '4\xa0Tomaten', '2\xa0Knoblauchzehen', '4 EL\xa0Olivenöl', '½ TL\xa0Zucker', 'Salz, Chilipulver', '500 g Farfalle']","['Bohnen waschen, die Stil-Enden abschneiden. Etwa 7 Minuten in kochendem Wasser garen, abtropfen lassen.', 'Zwiebeln fein hacken. Tomaten waschen und achteln. Knoblauch abziehen und sehr fein hacken.', 'Zwiebeln in heißem Öl kurz anbraten. Bohnen dazugeben und bei großer Hitze anbraten.', 'Tomaten dazugeben und etwa 2 Minuten köcheln lassen. Knoblauch und einen halben TL Zucker dazugeben. Mit Chilipulver würzen.', 'Mit 100 ml Wasser ablöschen und bei geschlossenem Deckel etwa 30 Minuten einkochen lassen.', 'Farfalle nach Anweisung zubereiten und mit dem Bohnengemüse servieren.']"
Erdnussplätzchen (4 Portionen),"['250 g\xa0Mehl', '½ TL\xa0Backpulver', '100 g\xa0brauner Zucker', '125 g\xa0Butter', '1\xa0Ei', 'Salz', '100 g Erdnüsse, ungesalzen', '25 g Bitterschokolade', '2 TL\xa0Kakao (ungezuckert)']","['Mehl und Backpulver gründlich vermengen und in eine Schüssel sieben. Zucker, Butter, Ei und 1 Prise Salz zugeben und alles mit Knethaken zu einem glatten Teig vermengen.', 'Erdnüsse sehr fein hacken. Bitterschokolade reiben.', '2/3 des Teiges abnehmen und per Hand die Erdnüsse unterkneten. Dann 2 Teig-Rollen formen – Durchmesser etwa 2 cm.', 'Kakao und geriebene Bitterschokolade per Hand unter das übrige Drittel kneten.', 'Dunklen Teig dünn ausrollen und dünn mit Wasser einpinseln.', 'Dunklen Teig um die hellen Teigrollen legen. Fest in Frischhaltefolie einwickeln und mindestens eine Stunde im Kühlschrank ruhen lassen.', 'Backofen auf 180 °C vorheizen.', 'Rollen in schmale Scheiben schneiden und diese auf dem Backblech liegend etwa 10 Minuten backen.']"
Radieschensalat mit Camembertcreme (4 Portionen),"['1 Bund feste Radieschen', '1\xa0kleine rote Zwiebel', '1 Bd.\xa0Schnittlauch', '½ Beet\xa0Kresse', '1 EL\xa0Öl', '1 TL\xa0Essig', '150 g\xa0Camembert', '2 EL\xa0Butter', '2 EL\xa0Schmand (Sauerrahm)', 'Salz, Pfeffer', '1 TL\xa0Paprikapulver', '1 TL\xa0Kümmel (nach Belieben)']","['Radieschen waschen, in zarte Scheiben schneiden.', 'Schnittlauch in feine Ringe schneiden', 'Radieschen mit Öl, Essig, Kresse und ein wenig Schnittlauch vermengen. Mit Salz und Pfeffer abschmecken.', 'Zwiebel schälen und sehr fein hacken.', 'Camembert mit der Gabel zerdrücken, Butter und Schmand zugeben und glatt rühren. Zwiebelstückchen und Schnittlauch dazugeben (dabei ein wenig fürs Garnieren zurück lassen), mit Salz, Pfeffer, Paprikapulver und evtl. Kümmel abschmecken.', 'Esslöffel in heißes Wasser tauchen, von der Käsemasse Nocken abteilen und auf Tellern mit Radieschensalat anrichten. Mit Schnittlauch bestreuen.']"
